TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
1.71E-03,-1.05,-1.03,-0.5,-0.48
1.71E-03,-1.07,-1.07,-0.5,-0.52
1.71E-03,-1.07,-1.03,-0.48,-0.48
1.71E-03,-1.07,-1.07,-0.5,-0.5
1.71E-03,-1.07,-1.03,-0.5,-0.48
1.71E-03,-1.07,-1.07,-0.5,-0.52
1.71E-03,-1.07,-1.03,-0.5,-0.48
1.71E-03,-1.05,-1.09,-0.5,-0.52
1.71E-03,-1.09,-1.03,-0.5,-0.48
1.71E-03,-1.07,-1.09,-0.5,-0.52
1.71E-03,-1.07,-1.03,-0.5,-0.48
1.71E-03,-1.05,-1.09,-0.52,-0.52
1.71E-03,-1.07,-1.05,-0.5,-0.48
1.71E-03,-1.05,-1.07,-0.48,-0.52
1.71E-03,-1.07,-1.03,-0.5,-0.5
1.71E-03,-1.07,-1.07,-0.5,-0.52
1.71E-03,-1.05,-1.03,-0.5,-0.48
1.71E-03,-1.07,-1.07,-0.5,-0.52
1.71E-03,-1.05,-1.03,-0.5,-0.48
1.71E-03,-1.07,-1.07,-0.5,-0.52
1.71E-03,-1.07,-1.03,-0.5,-0.48
1.71E-03,-1.07,-1.07,-0.5,-0.52
1.71E-03,-1.05,-1.01,-0.5,-0.48
1.71E-03,-1.07,-1.07,-0.52,-0.52
1.71E-03,-1.07,-1.03,-0.5,-0.48
1.71E-03,-1.07,-1.07,-0.5,-0.52
1.71E-03,-1.07,-1.03,-0.5,-0.48
1.71E-03,-1.09,-1.07,-0.52,-0.52
1.71E-03,-1.05,-1.03,-0.48,-0.48
1.71E-03,-1.07,-1.09,-0.5,-0.52
1.71E-03,-1.05,-1.03,-0.5,-0.48
1.71E-03,-1.07,-1.07,-0.52,-0.52
1.71E-03,-1.07,-1.03,-0.5,-0.5
1.71E-03,-1.07,-1.07,-0.5,-0.52
1.71E-03,-1.05,-1.03,-0.52,-0.48
1.71E-03,-1.05,-1.07,-0.48,-0.52
1.71E-03,-1.07,-1.03,-0.5,-0.48
1.71E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.5
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.5
1.72E-03,-1.07,-1.07,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.52,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.09,-0.48,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.52,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.09,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.52,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.09,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.5
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.48,-0.48
1.72E-03,-1.07,-1.07,-0.52,-0.52
1.72E-03,-1.05,-1.01,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.48,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.5
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.48,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.48,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.52,-0.48
1.72E-03,-1.05,-1.07,-0.48,-0.52
1.72E-03,-1.05,-1.03,-0.52,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.5
1.72E-03,-1.05,-1.01,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.52,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.52,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.5
1.72E-03,-1.07,-1.07,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.09,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.5
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.52,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.48,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.48,-0.52
1.72E-03,-1.07,-1.03,-0.48,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.5
1.72E-03,-1.05,-1.03,-0.52,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.46
1.72E-03,-1.07,-1.09,-0.5,-0.5
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.48,-0.5
1.72E-03,-1.05,-1.03,-0.5,-0.5
1.72E-03,-1.05,-1.07,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.5
1.72E-03,-1.09,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.09,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.48,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.48,-0.52
1.72E-03,-1.07,-1.03,-0.48,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.48,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.48,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.52,-0.48
1.72E-03,-1.09,-1.09,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.09,-0.5,-0.5
1.72E-03,-1.03,-1.03,-0.48,-0.5
1.72E-03,-1.07,-1.07,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.01,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.01,-0.48,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.48,-0.48
1.72E-03,-1.07,-1.07,-0.48,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.48,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.48,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.48,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.09,-0.5,-0.52
1.72E-03,-1.05,-1.01,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.01,-0.48,-0.5
1.72E-03,-1.07,-1.07,-0.48,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.48,-0.5
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.52,-0.48
1.72E-03,-1.05,-1.07,-0.52,-0.52
1.72E-03,-1.05,-1.05,-0.52,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.48,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.48,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.48,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.52,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.5
1.72E-03,-1.07,-1.09,-0.5,-0.52
1.72E-03,-1.03,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.01,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.5
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.5
1.72E-03,-1.07,-1.07,-0.52,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.5
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.09,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.5
1.72E-03,-1.05,-1.09,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.09,-0.52,-0.52
1.72E-03,-1.05,-1.03,-0.52,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.09,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.52,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.48,-0.52
1.72E-03,-1.07,-1.05,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.5
1.72E-03,-1.07,-1.07,-0.52,-0.52
1.72E-03,-1.07,-1.03,-0.52,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.52
1.72E-03,-1.05,-1.05,-0.52,-0.5
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.05,-0.5,-0.5
1.72E-03,-1.07,-1.09,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.52,-0.48
1.72E-03,-1.07,-1.09,-0.52,-0.52
1.72E-03,-1.07,-1.03,-0.48,-0.48
1.72E-03,-1.09,-1.09,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.52,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.52,-0.52
1.72E-03,-1.07,-1.05,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.5
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.52
1.72E-03,-1.07,-1.05,-0.5,-0.5
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.52,-0.48
1.72E-03,-1.05,-1.09,-0.52,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.52,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.52,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.5
1.72E-03,-1.05,-1.07,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.52,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.52
1.72E-03,-1.05,-1.05,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.52,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.48,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.5
1.72E-03,-1.07,-1.05,-0.5,-0.5
1.72E-03,-1.07,-1.09,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.48,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.48,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.52,-0.48
1.72E-03,-1.05,-1.07,-0.48,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.48,-0.5
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.52,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.5
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.52,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.52,-0.48
1.72E-03,-1.07,-1.09,-0.52,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.48,-0.52
1.72E-03,-1.07,-1.03,-0.52,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.48,-0.52
1.72E-03,-1.07,-1.01,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.52,-0.48
1.72E-03,-1.07,-1.07,-0.52,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.48,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.46
1.72E-03,-1.07,-1.07,-0.5,-0.5
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.5
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.05,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.52,-0.52
1.72E-03,-1.07,-1.03,-0.52,-0.48
1.72E-03,-1.05,-1.07,-0.48,-0.52
1.72E-03,-1.07,-1.03,-0.52,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.5
1.72E-03,-1.05,-1.07,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.48,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.5
1.72E-03,-1.07,-1.01,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.5
1.72E-03,-1.03,-1.01,-0.52,-0.48
1.72E-03,-1.07,-1.07,-0.52,-0.52
1.72E-03,-1.05,-1.01,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.52,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.5
1.72E-03,-1.07,-1.07,-0.48,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.52,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.52,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.52,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.52,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.5
1.72E-03,-1.07,-1.09,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.52,-0.48
1.72E-03,-1.05,-1.09,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.5
1.72E-03,-1.07,-1.07,-0.48,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.5
1.72E-03,-1.07,-1.05,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.52,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.48,-0.48
1.72E-03,-1.07,-1.07,-0.52,-0.52
1.72E-03,-1.05,-1.05,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.48,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.5
1.72E-03,-1.07,-1.09,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.52,-0.48
1.72E-03,-1.07,-1.07,-0.48,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.52,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.5
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.5
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.09,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.48,-0.5
1.72E-03,-1.07,-1.07,-0.48,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.48,-0.52
1.72E-03,-1.07,-1.03,-0.48,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.5
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.48,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.48,-0.52
1.72E-03,-1.07,-1.03,-0.48,-0.48
1.72E-03,-1.07,-1.09,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.52,-0.48
1.72E-03,-1.05,-1.09,-0.48,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.52,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.48,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.05,-1.07,-0.5,-0.5
1.72E-03,-1.07,-1.03,-0.5,-0.48
1.72E-03,-1.07,-1.07,-0.5,-0.52
1.72E-03,-1.05,-1.03,-0.5,-0.48
